TransactionID,TransactionDate,City,Category,Product,UnitPrice_SAR,Quantity,TotalSales_SAR,PaymentMethod
320,2025-07-10,Jeddah,Beauty,Sunscreen,55.63,3,166.89,Mastercard
321,2026-02-20,Makkah,Apparel,Abaya Modern,513.49,5,2567.45,Mastercard
322,2025-07-09,Riyadh,Beauty,Oud Perfume,442.67,4,1770.68,Mastercard
323,2026-01-28,Jeddah,Electronics,Sony Headphones,1559.85,3,4679.55,Mastercard
324,2025-01-12,Dammam,Groceries,Honey Pure,67.08,3,201.24,Visa
325,2025-11-11,Riyadh,Electronics,iPad Air,1218.73,5,6093.65,Mastercard
326,2026-01-12,Medina,Electronics,Sony Headphones,3265.81,2,6531.62,Visa
327,2026-01-18,Khobar,Apparel,Leather Sandals,307.92,5,1539.6,Apple Pay
328,2025-03-25,Makkah,Apparel,Abaya Modern,362.75,5,1813.75,Mastercard
329,2025-03-05,Riyadh,Groceries,Dates Premium,169.18,5,845.9,Visa
330,2025-06-18,Makkah,Groceries,Olive Oil,79.06,5,395.3,Apple Pay
331,2026-05-16,Riyadh,Apparel,Formal Suit,145.47,5,727.35,Apple Pay
332,2026-06-10,Riyadh,Beauty,Moisturizer,216.17,5,1080.85,Mada
333,2025-01-23,Makkah,Beauty,Sunscreen,208.38,1,208.38,Visa
334,2026-03-10,Makkah,Electronics,iPhone 15,2050.38,1,2050.38,Cash
335,2025-02-02,Riyadh,Electronics,iPad Air,1791.91,2,3583.82,Visa
336,2026-01-27,Medina,Beauty,Sunscreen,229.41,4,917.64,Apple Pay
337,2025-12-23,Riyadh,Groceries,Olive Oil,41.35,5,206.75,Apple Pay
338,2025-01-04,Makkah,Apparel,Abaya Modern,478.09,3,1434.27,Apple Pay
339,2026-06-29,Medina,Groceries,Arabic Coffee Beans,88.27,2,176.54,Visa
340,2025-10-10,Khobar,Home & Kitchen,Air Fryer,347.9,1,347.9,Mada
341,2025-01-17,Medina,Beauty,Gift Set,146.27,1,146.27,Mada
342,2025-02-19,Makkah,Electronics,iPad Air,1601.3,1,1601.3,Apple Pay
343,2025-08-11,Khobar,Apparel,Formal Suit,477.19,1,477.19,Visa
344,2025-11-23,Makkah,Home & Kitchen,Air Fryer,756.35,3,2269.05,Visa
345,2025-08-15,Dammam,Apparel,Formal Suit,306.78,3,920.34,Mada
346,2026-03-14,Makkah,Groceries,Olive Oil,120.05,1,120.05,Mastercard
347,2025-11-23,Medina,Beauty,Gift Set,328.52,4,1314.08,Visa
348,2026-04-30,Dammam,Beauty,Moisturizer,146.39,2,292.78,Mastercard
349,2025-03-01,Medina,Apparel,Leather Sandals,381.19,4,1524.76,Cash
350,2025-09-06,Makkah,Apparel,Leather Sandals,227.5,3,682.5,Mada
351,2025-07-15,Khobar,Home & Kitchen,Arabic Coffee Maker,204.11,4,816.44,Cash
352,2025-07-12,Makkah,Electronics,iPhone 15,4120.93,5,20604.65,Cash
353,2025-12-07,Jeddah,Beauty,Moisturizer,171.28,1,171.28,Visa
354,2025-09-06,Jeddah,Electronics,iPad Air,3630.32,2,7260.64,Apple Pay
355,2025-10-17,Jeddah,Groceries,Basmati Rice,88.52,5,442.6,Mastercard
356,2026-06-10,Dammam,Home & Kitchen,Blender,1076.95,4,4307.8,Mada
357,2025-07-28,Medina,Beauty,Sunscreen,198.28,4,793.12,Mada
358,2025-01-17,Makkah,Apparel,Abaya Modern,230.39,5,1151.95,Cash
359,2025-06-06,Medina,Beauty,Sunscreen,128.48,2,256.96,Apple Pay
360,2025-12-12,Makkah,Apparel,Leather Sandals,228.66,4,914.64,Apple Pay
361,2025-06-23,Khobar,Apparel,Sports Sneakers,169.98,5,849.9,Apple Pay
362,2026-06-21,Jeddah,Groceries,Dates Premium,26.09,1,26.09,Mada
363,2025-08-25,Riyadh,Beauty,Moisturizer,77.19,2,154.38,Mada
364,2026-01-18,Jeddah,Groceries,Arabic Coffee Beans,30.88,5,154.4,Apple Pay
365,2025-01-07,Medina,Beauty,Oud Perfume,262.88,4,1051.52,Mada
366,2025-10-21,Riyadh,Groceries,Basmati Rice,23.09,4,92.36,Visa
367,2025-06-02,Riyadh,Electronics,Smart Watch,1584.36,5,7921.8,Cash
368,2026-02-11,Dammam,Home & Kitchen,Blender,232.97,4,931.88,Apple Pay
369,2025-11-04,Makkah,Apparel,Abaya Modern,442.02,1,442.02,Mada
370,2026-01-22,Riyadh,Beauty,Beard Oil,271.08,1,271.08,Mada
371,2026-05-27,Medina,Apparel,Thobe Classic,522.66,3,1567.98,Cash
372,2025-08-24,Riyadh,Groceries,Dates Premium,58.06,5,290.3,Apple Pay
373,2025-10-15,Dammam,Electronics,iPhone 15,4546.9,5,22734.5,Mada
374,2025-08-01,Jeddah,Home & Kitchen,Arabic Coffee Maker,766.39,4,3065.56,Mada
375,2025-09-04,Dammam,Apparel,Formal Suit,383.35,4,1533.4,Cash
376,2025-03-22,Dammam,Beauty,Moisturizer,250.32,3,750.96,Mada
377,2025-03-19,Riyadh,Beauty,Moisturizer,186.24,5,931.2,Cash
378,2025-10-07,Khobar,Home & Kitchen,Arabic Coffee Maker,972.73,4,3890.92,Apple Pay
379,2026-01-20,Jeddah,Home & Kitchen,Vacuum Cleaner,603.44,5,3017.2,Apple Pay
380,2025-09-10,Riyadh,Groceries,Basmati Rice,148.36,1,148.36,Mastercard
381,2026-02-03,Jeddah,Beauty,Moisturizer,176.67,1,176.67,Mada
382,2026-01-04,Riyadh,Home & Kitchen,Dinner Set,949.41,1,949.41,Visa
383,2026-04-05,Riyadh,Apparel,Leather Sandals,378.49,5,1892.45,Apple Pay
384,2025-12-29,Riyadh,Electronics,iPhone 15,2993.99,5,14969.95,Cash
385,2025-10-26,Dammam,Beauty,Oud Perfume,215.52,1,215.52,Cash
386,2025-06-23,Jeddah,Groceries,Honey Pure,143.36,2,286.72,Visa
387,2026-05-20,Dammam,Home & Kitchen,Blender,303.23,2,606.46,Apple Pay
388,2026-05-11,Dammam,Beauty,Sunscreen,363.07,3,1089.21,Mastercard
389,2025-07-20,Jeddah,Beauty,Gift Set,233.14,2,466.28,Mastercard
390,2026-01-25,Riyadh,Beauty,Sunscreen,371.63,3,1114.89,Apple Pay
391,2025-05-20,Dammam,Beauty,Gift Set,170.17,5,850.85,Visa
392,2026-02-12,Khobar,Home & Kitchen,Air Fryer,1167.16,3,3501.48,Apple Pay
393,2026-01-21,Makkah,Apparel,Sports Sneakers,240.15,4,960.6,Mastercard
394,2025-07-04,Riyadh,Groceries,Olive Oil,142.71,5,713.55,Mada
395,2026-03-25,Medina,Beauty,Moisturizer,369.07,1,369.07,Apple Pay
396,2025-11-07,Medina,Beauty,Moisturizer,146.81,2,293.62,Apple Pay
397,2026-05-06,Khobar,Electronics,iPad Air,3120.1,5,15600.5,Cash
398,2025-02-07,Medina,Beauty,Gift Set,366.29,3,1098.87,Cash
399,2025-09-12,Makkah,Electronics,iPhone 15,3459.21,3,10377.63,Visa
400,2026-02-14,Medina,Groceries,Dates Premium,194.03,3,582.09,Apple Pay
401,2025-09-22,Riyadh,Electronics,iPhone 15,1499.0,5,7495.0,Cash
402,2026-04-02,Makkah,Groceries,Olive Oil,87.34,4,349.36,Cash
403,2025-12-20,Medina,Groceries,Olive Oil,199.59,4,798.36,Mada
404,2025-04-29,Dammam,Beauty,Oud Perfume,382.53,2,765.06,Mastercard
405,2025-07-31,Dammam,Home & Kitchen,Dinner Set,697.17,3,2091.51,Apple Pay
406,2025-11-23,Riyadh,Beauty,Beard Oil,76.87,1,76.87,Mada
407,2025-06-18,Riyadh,Home & Kitchen,Arabic Coffee Maker,1126.42,2,2252.84,Cash
408,2025-12-05,Jeddah,Groceries,Olive Oil,120.77,4,483.08,Visa
409,2026-03-19,Khobar,Apparel,Abaya Modern,297.79,5,1488.95,Visa
410,2026-02-03,Khobar,Groceries,Arabic Coffee Beans,20.8,2,41.6,Visa
411,2025-04-15,Dammam,Electronics,Smart Watch,4097.76,5,20488.8,Visa
412,2026-04-14,Dammam,Home & Kitchen,Air Fryer,269.65,4,1078.6,Cash
413,2026-02-02,Medina,Home & Kitchen,Vacuum Cleaner,791.87,5,3959.35,Mada
414,2025-06-26,Dammam,Home & Kitchen,Dinner Set,1004.43,3,3013.29,Cash
415,2025-11-17,Makkah,Electronics,Samsung Galaxy S24,1030.38,3,3091.14,Mada
416,2026-06-08,Jeddah,Home & Kitchen,Air Fryer,557.89,5,2789.45,Visa
417,2025-07-10,Makkah,Beauty,Beard Oil,244.67,5,1223.35,Visa
418,2025-10-23,Makkah,Apparel,Leather Sandals,170.15,3,510.45,Apple Pay
419,2025-01-10,Makkah,Electronics,Sony Headphones,2680.74,2,5361.48,Apple Pay
420,2026-02-23,Makkah,Groceries,Arabic Coffee Beans,143.25,4,573.0,Apple Pay
421,2025-02-01,Khobar,Apparel,Thobe Classic,497.94,2,995.88,Mastercard
422,2025-10-23,Riyadh,Home & Kitchen,Air Fryer,326.62,4,1306.48,Cash
423,2026-06-08,Medina,Beauty,Gift Set,95.28,1,95.28,Mastercard
424,2025-02-12,Makkah,Home & Kitchen,Vacuum Cleaner,948.0,4,3792.0,Cash
425,2025-09-11,Jeddah,Beauty,Oud Perfume,169.08,1,169.08,Apple Pay
426,2026-03-26,Dammam,Home & Kitchen,Arabic Coffee Maker,1058.55,1,1058.55,Visa
427,2026-03-15,Jeddah,Groceries,Basmati Rice,49.88,2,99.76,Visa
428,2025-12-26,Jeddah,Electronics,Smart Watch,2895.26,5,14476.3,Cash
429,2025-10-24,Jeddah,Home & Kitchen,Blender,751.37,5,3756.85,Mada
430,2025-10-11,Jeddah,Beauty,Oud Perfume,396.82,2,793.64,Visa
431,2025-09-11,Jeddah,Apparel,Sports Sneakers,480.74,4,1922.96,Apple Pay
432,2026-03-01,Jeddah,Groceries,Basmati Rice,87.53,1,87.53,Mada
433,2026-01-13,Khobar,Groceries,Basmati Rice,101.85,4,407.4,Mastercard
434,2026-04-15,Makkah,Electronics,iPhone 15,3356.78,3,10070.34,Mada
435,2026-03-16,Makkah,Beauty,Moisturizer,379.94,4,1519.76,Mastercard
436,2025-05-14,Dammam,Home & Kitchen,Blender,744.45,4,2977.8,Mastercard
437,2025-04-12,Medina,Electronics,iPhone 15,3317.81,4,13271.24,Mada
438,2026-04-13,Riyadh,Apparel,Leather Sandals,100.34,4,401.36,Visa
439,2025-06-12,Medina,Apparel,Sports Sneakers,537.21,3,1611.63,Mada
440,2025-03-26,Medina,Home & Kitchen,Blender,540.44,2,1080.88,Mada
441,2026-03-16,Khobar,Home & Kitchen,Air Fryer,838.26,1,838.26,Mada
442,2025-05-16,Jeddah,Beauty,Oud Perfume,287.47,5,1437.35,Apple Pay
443,2025-05-04,Riyadh,Electronics,Sony Headphones,4946.7,4,19786.8,Visa
444,2026-01-28,Khobar,Electronics,Samsung Galaxy S24,901.99,1,901.99,Mada
445,2025-05-21,Dammam,Home & Kitchen,Blender,551.86,2,1103.72,Visa
446,2025-01-09,Riyadh,Groceries,Honey Pure,129.86,2,259.72,Apple Pay
447,2026-02-26,Dammam,Apparel,Abaya Modern,408.04,4,1632.16,Visa
448,2025-05-07,Riyadh,Electronics,Samsung Galaxy S24,3153.08,4,12612.32,Mastercard
449,2025-09-11,Khobar,Home & Kitchen,Air Fryer,440.82,1,440.82,Visa
450,2025-10-19,Makkah,Groceries,Honey Pure,160.21,1,160.21,Mastercard
451,2026-06-06,Jeddah,Groceries,Honey Pure,53.96,4,215.84,Mastercard
452,2026-05-22,Medina,Electronics,Samsung Galaxy S24,2236.49,2,4472.98,Apple Pay
453,2026-06-25,Medina,Groceries,Dates Premium,179.97,1,179.97,Mastercard
454,2026-03-07,Dammam,Apparel,Leather Sandals,282.71,2,565.42,Apple Pay
455,2025-03-11,Riyadh,Electronics,Smart Watch,562.07,2,1124.14,Mada
456,2025-10-21,Riyadh,Beauty,Gift Set,301.43,5,1507.15,Apple Pay
457,2025-06-06,Khobar,Beauty,Oud Perfume,160.99,3,482.97,Mada
458,2025-12-01,Makkah,Apparel,Abaya Modern,295.37,1,295.37,Mastercard
459,2025-03-01,Medina,Beauty,Moisturizer,147.79,4,591.16,Mada
460,2025-02-26,Khobar,Groceries,Honey Pure,75.67,2,151.34,Mada
461,2025-06-17,Riyadh,Apparel,Thobe Classic,348.21,3,1044.63,Cash
462,2026-01-16,Makkah,Home & Kitchen,Air Fryer,283.28,3,849.84,Mada
463,2025-10-06,Riyadh,Home & Kitchen,Dinner Set,700.05,3,2100.15,Cash
464,2026-04-12,Medina,Electronics,iPad Air,2798.52,1,2798.52,Apple Pay
465,2025-06-11,Makkah,Apparel,Sports Sneakers,227.56,1,227.56,Cash
466,2026-06-06,Medina,Electronics,Samsung Galaxy S24,511.56,1,511.56,Visa
467,2026-01-28,Riyadh,Beauty,Sunscreen,418.09,2,836.18,Mada
468,2025-11-26,Makkah,Beauty,Moisturizer,149.31,3,447.93,Mastercard
469,2025-05-03,Riyadh,Groceries,Basmati Rice,110.37,1,110.37,Visa
470,2026-02-15,Jeddah,Groceries,Dates Premium,32.41,4,129.64,Mastercard
471,2026-04-13,Dammam,Home & Kitchen,Arabic Coffee Maker,158.37,2,316.74,Mastercard
472,2025-09-06,Makkah,Home & Kitchen,Vacuum Cleaner,637.12,5,3185.6,Apple Pay
473,2025-06-04,Jeddah,Groceries,Olive Oil,21.15,4,84.6,Mada
474,2025-01-10,Jeddah,Groceries,Basmati Rice,191.18,1,191.18,Apple Pay
475,2025-07-30,Medina,Home & Kitchen,Arabic Coffee Maker,706.31,2,1412.62,Apple Pay
476,2025-10-14,Khobar,Electronics,Samsung Galaxy S24,918.62,2,1837.24,Cash
477,2025-03-28,Khobar,Home & Kitchen,Dinner Set,759.81,5,3799.05,Visa
478,2025-03-05,Medina,Beauty,Oud Perfume,223.99,2,447.98,Visa
479,2026-02-07,Dammam,Home & Kitchen,Blender,885.76,3,2657.28,Mastercard
480,2025-03-18,Khobar,Home & Kitchen,Air Fryer,1140.73,2,2281.46,Cash
481,2025-06-18,Riyadh,Apparel,Thobe Classic,324.78,3,974.34,Apple Pay
482,2025-08-01,Riyadh,Groceries,Basmati Rice,101.35,4,405.4,Mastercard
483,2025-11-08,Riyadh,Electronics,Samsung Galaxy S24,4218.74,5,21093.7,Mada
484,2025-04-04,Jeddah,Home & Kitchen,Air Fryer,896.72,3,2690.16,Apple Pay
485,2025-09-24,Makkah,Electronics,Sony Headphones,4190.4,2,8380.8,Mada
486,2025-09-13,Khobar,Beauty,Gift Set,87.89,1,87.89,Visa
487,2025-08-16,Riyadh,Electronics,iPhone 15,1088.22,4,4352.88,Mastercard
488,2025-09-23,Medina,Electronics,Smart Watch,4628.43,1,4628.43,Mada
489,2025-05-12,Riyadh,Apparel,Leather Sandals,145.99,3,437.97,Mada
490,2025-06-22,Riyadh,Beauty,Oud Perfume,419.65,4,1678.6,Apple Pay
491,2026-03-13,Khobar,Electronics,iPad Air,1277.63,2,2555.26,Visa
492,2025-06-02,Dammam,Home & Kitchen,Dinner Set,186.38,5,931.9,Cash
493,2026-02-26,Jeddah,Home & Kitchen,Dinner Set,1076.92,4,4307.68,Mada
494,2025-05-21,Riyadh,Home & Kitchen,Dinner Set,590.2,5,2951.0,Visa
495,2026-01-27,Medina,Groceries,Dates Premium,160.74,3,482.22,Apple Pay
496,2026-05-30,Makkah,Beauty,Sunscreen,178.64,3,535.92,Visa
497,2025-08-13,Riyadh,Home & Kitchen,Vacuum Cleaner,180.77,3,542.31,Mada
498,2025-08-27,Khobar,Groceries,Basmati Rice,195.32,1,195.32,Visa
499,2025-02-27,Medina,Apparel,Sports Sneakers,482.02,2,964.04,Cash
500,2025-06-30,Khobar,Home & Kitchen,Air Fryer,398.38,3,1195.14,Mastercard
501,2025-05-26,Makkah,Electronics,Sony Headphones,3033.99,2,6067.98,Apple Pay
502,2026-05-18,Makkah,Home & Kitchen,Air Fryer,189.86,1,189.86,Visa
503,2026-06-24,Makkah,Apparel,Thobe Classic,338.99,3,1016.97,Cash
504,2025-07-01,Jeddah,Apparel,Sports Sneakers,559.39,3,1678.17,Mada
505,2025-05-26,Riyadh,Apparel,Formal Suit,487.18,5,2435.9,Mastercard
506,2025-04-14,Riyadh,Home & Kitchen,Dinner Set,503.39,3,1510.17,Visa
507,2025-11-21,Jeddah,Beauty,Beard Oil,119.68,5,598.4,Cash
508,2025-06-29,Dammam,Apparel,Formal Suit,289.19,3,867.57,Visa
509,2026-02-05,Jeddah,Electronics,Smart Watch,4328.41,5,21642.05,Mada
510,2025-08-15,Jeddah,Groceries,Basmati Rice,135.14,1,135.14,Apple Pay
511,2025-09-01,Jeddah,Home & Kitchen,Arabic Coffee Maker,514.15,3,1542.45,Visa
512,2026-04-03,Medina,Electronics,Sony Headphones,551.28,2,1102.56,Visa
513,2025-09-20,Medina,Electronics,Sony Headphones,4041.59,1,4041.59,Mada
514,2025-06-20,Khobar,Beauty,Beard Oil,403.82,4,1615.28,Apple Pay
515,2025-04-14,Dammam,Groceries,Arabic Coffee Beans,169.19,5,845.95,Visa
516,2025-02-04,Jeddah,Beauty,Oud Perfume,167.96,3,503.88,Mastercard
517,2025-06-24,Riyadh,Electronics,Sony Headphones,4495.69,2,8991.38,Mada
518,2026-05-10,Makkah,Electronics,Sony Headphones,3670.27,4,14681.08,Visa
519,2025-02-24,Makkah,Beauty,Moisturizer,90.5,2,181.0,Visa
520,2025-09-29,Khobar,Groceries,Honey Pure,138.91,3,416.73,Visa
521,2026-05-18,Riyadh,Electronics,iPad Air,1191.15,3,3573.45,Mada
522,2026-05-07,Khobar,Electronics,Sony Headphones,1398.54,1,1398.54,Visa
523,2026-04-30,Jeddah,Home & Kitchen,Arabic Coffee Maker,1035.96,3,3107.88,Apple Pay
524,2025-04-04,Khobar,Beauty,Sunscreen,306.75,4,1227.0,Visa
525,2025-07-11,Dammam,Beauty,Sunscreen,228.31,3,684.93,Apple Pay
526,2025-10-03,Khobar,Home & Kitchen,Air Fryer,742.46,2,1484.92,Mada
527,2026-02-28,Riyadh,Home & Kitchen,Vacuum Cleaner,1169.24,5,5846.2,Visa
528,2026-06-20,Makkah,Electronics,iPad Air,2383.84,5,11919.2,Apple Pay
529,2025-11-03,Makkah,Apparel,Leather Sandals,139.48,1,139.48,Cash
530,2025-05-31,Makkah,Groceries,Honey Pure,41.65,4,166.6,Visa
531,2025-05-10,Jeddah,Apparel,Abaya Modern,121.34,1,121.34,Apple Pay
532,2025-09-22,Jeddah,Apparel,Formal Suit,259.87,1,259.87,Mada
533,2025-11-30,Khobar,Groceries,Arabic Coffee Beans,174.19,5,870.95,Apple Pay
534,2026-06-20,Riyadh,Groceries,Honey Pure,160.7,1,160.7,Apple Pay
535,2025-04-13,Jeddah,Apparel,Formal Suit,562.46,5,2812.3,Mada
536,2026-02-25,Dammam,Groceries,Basmati Rice,67.54,4,270.16,Cash
537,2025-06-26,Makkah,Beauty,Oud Perfume,160.17,2,320.34,Cash
538,2026-02-10,Makkah,Beauty,Oud Perfume,405.83,3,1217.49,Visa
539,2026-01-17,Riyadh,Beauty,Sunscreen,58.09,3,174.27,Mastercard
540,2025-08-22,Dammam,Beauty,Oud Perfume,103.75,4,415.0,Mastercard
541,2025-04-02,Dammam,Beauty,Gift Set,125.17,2,250.34,Apple Pay
542,2026-01-18,Medina,Beauty,Gift Set,378.41,5,1892.05,Visa
543,2026-02-18,Riyadh,Home & Kitchen,Vacuum Cleaner,292.43,5,1462.15,Cash
544,2025-07-25,Riyadh,Apparel,Abaya Modern,518.49,2,1036.98,Mada
545,2025-07-23,Khobar,Electronics,Sony Headphones,1732.9,4,6931.6,Cash
546,2025-09-05,Khobar,Electronics,iPhone 15,2176.1,5,10880.5,Apple Pay
547,2025-12-25,Jeddah,Beauty,Gift Set,187.7,3,563.1,Mada
548,2025-02-20,Dammam,Electronics,iPad Air,1233.08,5,6165.4,Visa
549,2025-10-03,Jeddah,Apparel,Abaya Modern,425.79,5,2128.95,Mada
550,2025-05-16,Medina,Electronics,iPad Air,3413.17,5,17065.85,Mada
551,2025-11-09,Jeddah,Home & Kitchen,Vacuum Cleaner,898.38,3,2695.14,Apple Pay
552,2025-09-16,Khobar,Home & Kitchen,Dinner Set,379.12,3,1137.36,Cash
553,2025-04-15,Makkah,Beauty,Gift Set,52.94,3,158.82,Cash
554,2025-10-17,Medina,Groceries,Honey Pure,73.73,1,73.73,Apple Pay
555,2025-11-29,Riyadh,Home & Kitchen,Blender,1054.57,3,3163.71,Mastercard
556,2025-09-04,Jeddah,Apparel,Formal Suit,549.84,5,2749.2,Apple Pay
557,2025-01-27,Medina,Home & Kitchen,Air Fryer,838.17,3,2514.51,Mastercard
558,2025-02-06,Khobar,Beauty,Beard Oil,283.21,5,1416.05,Visa
559,2026-05-03,Dammam,Apparel,Formal Suit,553.26,3,1659.78,Cash
560,2025-07-05,Dammam,Apparel,Formal Suit,246.89,4,987.56,Visa
561,2025-07-07,Medina,Home & Kitchen,Vacuum Cleaner,1144.27,3,3432.81,Mada
562,2025-11-11,Jeddah,Home & Kitchen,Air Fryer,591.5,3,1774.5,Mastercard
563,2026-04-20,Dammam,Groceries,Basmati Rice,173.22,4,692.88,Mada
564,2025-03-14,Medina,Groceries,Honey Pure,105.0,2,210.0,Cash
565,2025-11-02,Riyadh,Beauty,Gift Set,215.24,2,430.48,Visa
566,2026-04-14,Jeddah,Home & Kitchen,Dinner Set,300.39,2,600.78,Mada
567,2025-11-17,Khobar,Home & Kitchen,Air Fryer,816.22,1,816.22,Apple Pay
568,2025-06-12,Dammam,Apparel,Abaya Modern,344.79,1,344.79,Visa
569,2026-02-18,Makkah,Beauty,Beard Oil,221.61,4,886.44,Apple Pay
570,2025-07-24,Riyadh,Electronics,Smart Watch,3787.97,1,3787.97,Mastercard
571,2025-01-05,Makkah,Apparel,Thobe Classic,413.34,2,826.68,Visa
572,2025-05-13,Medina,Home & Kitchen,Blender,257.84,5,1289.2,Cash
573,2025-02-16,Dammam,Apparel,Thobe Classic,249.1,3,747.3,Apple Pay
574,2026-06-21,Medina,Groceries,Honey Pure,80.81,2,161.62,Mastercard
575,2025-06-18,Khobar,Home & Kitchen,Air Fryer,1145.49,4,4581.96,Mada
576,2025-08-05,Jeddah,Apparel,Abaya Modern,467.04,5,2335.2,Cash
577,2025-02-08,Jeddah,Electronics,Sony Headphones,2188.37,3,6565.11,Cash
578,2025-02-19,Makkah,Electronics,Smart Watch,3478.86,1,3478.86,Mada
579,2026-03-31,Medina,Electronics,iPad Air,2211.14,5,11055.7,Mastercard
580,2025-01-10,Khobar,Apparel,Abaya Modern,250.56,1,250.56,Cash
581,2025-05-21,Dammam,Groceries,Honey Pure,95.39,1,95.39,Cash
582,2025-10-17,Medina,Groceries,Dates Premium,40.52,1,40.52,Apple Pay
583,2025-09-27,Jeddah,Groceries,Olive Oil,169.67,2,339.34,Mastercard
584,2025-06-14,Medina,Beauty,Sunscreen,65.76,4,263.04,Visa
585,2025-08-29,Medina,Beauty,Sunscreen,51.1,1,51.1,Mada
586,2025-04-03,Makkah,Beauty,Moisturizer,361.81,1,361.81,Mada
587,2025-10-31,Dammam,Apparel,Leather Sandals,232.06,1,232.06,Mada
588,2026-01-04,Jeddah,Electronics,Sony Headphones,4107.18,3,12321.54,Apple Pay
589,2025-02-16,Medina,Electronics,iPhone 15,543.53,2,1087.06,Visa
590,2025-10-02,Dammam,Home & Kitchen,Dinner Set,1072.4,1,1072.4,Mastercard
591,2026-02-15,Dammam,Apparel,Thobe Classic,300.13,4,1200.52,Mastercard
592,2025-06-20,Khobar,Beauty,Beard Oil,95.22,1,95.22,Visa
593,2026-05-10,Riyadh,Beauty,Gift Set,370.91,4,1483.64,Visa
594,2025-01-30,Makkah,Beauty,Sunscreen,395.03,2,790.06,Apple Pay
595,2026-03-28,Khobar,Electronics,iPad Air,706.88,3,2120.64,Mastercard
596,2025-08-18,Riyadh,Groceries,Honey Pure,196.02,3,588.06,Cash
597,2026-03-20,Makkah,Groceries,Dates Premium,139.11,2,278.22,Apple Pay
598,2025-02-25,Dammam,Beauty,Moisturizer,54.66,2,109.32,Cash
599,2025-03-18,Khobar,Beauty,Moisturizer,350.57,3,1051.71,Visa
600,2026-06-04,Dammam,Home & Kitchen,Arabic Coffee Maker,383.84,4,1535.36,Apple Pay
601,2026-03-31,Jeddah,Electronics,iPad Air,4105.68,4,16422.72,Mada
602,2025-05-02,Khobar,Beauty,Sunscreen,442.27,1,442.27,Mada
603,2025-01-01,Khobar,Beauty,Oud Perfume,380.36,5,1901.8,Cash
604,2025-07-31,Medina,Home & Kitchen,Vacuum Cleaner,837.33,4,3349.32,Mastercard
605,2026-04-11,Dammam,Electronics,Samsung Galaxy S24,1993.88,5,9969.4,Cash
606,2025-04-27,Khobar,Home & Kitchen,Dinner Set,252.31,2,504.62,Mada
607,2026-06-19,Dammam,Home & Kitchen,Blender,542.58,1,542.58,Mada
608,2026-02-24,Jeddah,Beauty,Moisturizer,92.78,5,463.9,Visa
609,2025-08-09,Jeddah,Electronics,iPad Air,2556.71,2,5113.42,Mastercard
610,2025-05-07,Riyadh,Beauty,Oud Perfume,358.86,4,1435.44,Apple Pay
611,2025-05-18,Medina,Groceries,Honey Pure,193.49,1,193.49,Cash
612,2026-03-20,Medina,Electronics,Smart Watch,4274.67,4,17098.68,Cash
613,2025-05-12,Jeddah,Groceries,Olive Oil,38.64,5,193.2,Cash
614,2026-03-05,Dammam,Groceries,Arabic Coffee Beans,196.31,2,392.62,Mastercard
615,2026-04-09,Khobar,Home & Kitchen,Blender,995.04,2,1990.08,Apple Pay
616,2025-11-18,Makkah,Groceries,Basmati Rice,148.14,5,740.7,Visa
617,2025-10-25,Jeddah,Apparel,Formal Suit,443.31,2,886.62,Visa
618,2025-04-29,Makkah,Groceries,Basmati Rice,156.94,5,784.7,Apple Pay
619,2025-10-20,Makkah,Groceries,Arabic Coffee Beans,177.95,4,711.8,Mada
620,2026-01-26,Makkah,Electronics,iPhone 15,1153.97,1,1153.97,Visa
621,2025-09-14,Dammam,Apparel,Sports Sneakers,173.21,1,173.21,Mastercard
622,2026-01-03,Jeddah,Groceries,Dates Premium,166.52,1,166.52,Cash
623,2026-02-03,Medina,Groceries,Olive Oil,62.77,3,188.31,Mada
624,2025-11-17,Khobar,Beauty,Beard Oil,436.33,1,436.33,Mada
625,2026-03-30,Medina,Home & Kitchen,Air Fryer,1021.48,3,3064.44,Cash
626,2025-07-18,Makkah,Groceries,Olive Oil,72.95,2,145.9,Mada
627,2025-05-03,Jeddah,Apparel,Formal Suit,288.6,4,1154.4,Mastercard
628,2025-06-14,Makkah,Home & Kitchen,Air Fryer,763.19,3,2289.57,Mada
629,2025-02-10,Dammam,Beauty,Moisturizer,111.48,3,334.44,Cash
630,2026-05-18,Riyadh,Groceries,Basmati Rice,162.18,5,810.9,Mastercard
631,2025-08-14,Riyadh,Home & Kitchen,Vacuum Cleaner,1154.84,5,5774.2,Mada
632,2026-02-18,Makkah,Apparel,Leather Sandals,145.97,2,291.94,Visa
633,2026-01-05,Medina,Home & Kitchen,Blender,458.25,5,2291.25,Cash
634,2025-04-28,Khobar,Groceries,Dates Premium,140.41,4,561.64,Visa
635,2025-09-07,Medina,Groceries,Honey Pure,192.6,3,577.8,Apple Pay
636,2025-10-17,Riyadh,Beauty,Sunscreen,59.88,5,299.4,Mastercard
637,2026-05-14,Makkah,Groceries,Arabic Coffee Beans,27.89,2,55.78,Mastercard
638,2025-06-21,Makkah,Electronics,iPhone 15,4872.33,5,24361.65,Cash
639,2025-08-07,Riyadh,Electronics,Samsung Galaxy S24,4392.28,4,17569.12,Mada
640,2025-03-15,Jeddah,Groceries,Arabic Coffee Beans,154.44,2,308.88,Mada
